plottag,dbh.x,year.x,plot.x,species,kgc.x,basal_area.x,dbh.y,year.y,plot.y,kgc.y,basal_area.y,dbh_gr,basal_gr,dbh_inc,kgc_inc,basal_inc,kgc_gr,pl_row,pl_col
F4-53,17.56,2017,F4,ws,38.715377993782944,242.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,4
F4-55,25.54,2017,F4,bb,174.61705577398095,512.3,25.69,2018,F4,177.35895831890494,518.3,0.15000000000000213,0.011711887565879368,0.005873140172278862,0.01570237530790248,6,2.741902544923988,F,4
F4-62,27.49,2017,F4,wp,108.68912019797321,593.5,27.39,2018,F4,107.6887254155643,589.2,-0.09999999999999787,-0.007245155855096806,-0.0036376864314295334,-0.009204185116106578,-4.2999999999999545,-1.000394782408904,F,4
F4-64,29.79,2017,F4,wp,133.26879063103593,697,29.86,2018,F4,134.06480638774886,700.3,0.07000000000000028,0.004734576757532216,0.002349781805975169,0.005973009531667161,3.2999999999999545,0.7960157567129329,F,4
F4-68,15.61,2017,F4,rm,45.68325785657716,191.4,15.64,2018,F4,45.888084356160405,192.1,0.030000000000001137,0.0036572622779518734,0.0019218449711723984,0.004483622867403682,0.6999999999999886,0.20482649958324828,F,4
F4-71,19.56,2017,F4,rm,77.2712121475495,300.5,19.8,2018,F4,79.49836499117505,307.9,0.240000000000002,0.02462562396006648,0.012269938650306851,0.028822543114411025,7.399999999999977,2.2271528436255466,F,4
F4-73,74.07,2017,F4,wp,1344.3531484964863,4309,74.17,2018,F4,1348.963885797951,4321,0.10000000000000853,0.002784868879090276,0.0013500742540840899,0.0034297069238252873,12,4.610737301464724,F,4
F4-735,25.92,2017,F4,ash,174.9170815200001,527.7,26.23,2018,F4,179.45410434500005,540.4,0.3099999999999987,0.024066704566988686,0.011959876543209826,0.025938134718313296,12.699999999999932,4.537022824999951,F,4
F5-76,46.92,2017,F5,wp,422.0236221400141,1729,47.48,2018,F5,434.9226709517089,1771,0.5599999999999952,0.024291497975708502,0.011935208866155055,0.030564755466259898,42,12.899048811694797,F,5
F5-81,29.91,2017,F5,ro,257.4378948774169,702.6,30.21,2018,F5,263.65224986266855,716.8,0.3000000000000007,0.02021064617136341,0.010030090270812461,0.024139239439518834,14.199999999999932,6.214354985251646,F,5
F5-84,24.11,2017,F5,ro,153.78804677906282,456.5,24.25,2018,F5,155.9309460937483,461.9,0.14000000000000057,0.011829134720700936,0.005806719203649962,0.01393410840157195,5.399999999999977,2.1428993146854793,F,5
F5-86,26.79,2017,F5,hem,100.21771139539104,563.7,27.1,2018,F5,103.07312032592971,576.8,0.3100000000000023,0.023239311690615414,0.011571481896230022,0.028492058846496384,13.099999999999909,2.8554089305386725,F,5
F5-87,21,2017,F5,ro,110.55422964801245,346.4,21.11,2018,F5,111.9433052833397,350,0.10999999999999943,0.01039260969976912,0.005238095238095211,0.012564653923688373,3.6000000000000227,1.389075635327245,F,5
F5-89,15.03,2017,F5,ro,49.70535866222942,177.4,15.08,2018,F5,50.101468399054006,178.6,0.05000000000000071,0.006764374295377613,0.0033266799733866078,0.00796915558976912,1.1999999999999886,0.3961097368245845,F,5
F5-94,18.35,2017,F5,rm,66.5886704055325,264.5,18.43,2018,F5,67.26704263624924,266.8,0.0799999999999983,0.008695652173913087,0.004359673024523067,0.010187502267058095,2.3000000000000114,0.6783722307167466,F,5
F5-97,27.18,2017,F5,cherry,203.32301227331826,580.2,27.23,2018,F5,204.3034568267828,582.4,0.05000000000000071,0.003791795932436973,0.0018395879323031903,0.004822103226301644,2.199999999999932,0.9804445534645367,F,5
F5-98,27.05,2017,F5,hem,102.6093467603633,574.7,27.43,2018,F5,106.1652365504324,590.9,0.379999999999999,0.02818862014964317,0.014048059149722698,0.034654638220956865,16.199999999999932,3.555889790069102,F,5
F5-99,30.46,2017,F5,hem,137.13891677949303,728.7,30.66,2018,F5,139.35041337693733,738.3,0.1999999999999993,0.013174145738987113,0.006565988181221251,0.01612595935113139,9.599999999999909,2.2114965974442953,F,5
F5-104,20.64,2017,F5,rm,87.5793843772782,334.6,20.69,2018,F5,88.0745122442446,336.2,0.05000000000000071,0.0047818290496113745,0.002422480620155073,0.005653475078489548,1.599999999999966,0.4951278669663992,F,5
F5-109,40.21,2017,F5,ro,522.1913614034534,1270,40.47,2018,F5,530.2975330801612,1286,0.259999999999998,0.012598425196850394,0.006466053220591843,0.0155233737588487,16,8.106171676707845,F,5
F5-110,31.63,2017,F5,ro,294.24447506865585,785.8,31.95,2018,F5,301.40927314579494,801.7,0.3200000000000003,0.02023415627386115,0.010116977552956064,0.024349813451781343,15.900000000000091,7.164798077139096,F,5
F5-114,24.53,2017,F5,ro,160.26857980873606,472.6,24.69,2018,F5,162.7783542345531,478.8,0.16000000000000014,0.013118916631400737,0.006522625356706079,0.015659803242857605,6.199999999999989,2.509774425817028,F,5
F5-117,50.15,2017,F5,wp,499.6953524833584,1975,50.68,2018,F5,513.2052413342627,2017,0.5300000000000011,0.021265822784810127,0.010568295114656056,0.027036250755112297,42,13.509888850904304,F,5
F5-121,25.47,2017,F5,ro,175.33976767234665,509.5,25.55,2018,F5,176.6588951601105,512.7,0.08000000000000185,0.0062806673209029355,0.003140950137416641,0.0075232647178411875,3.2000000000000455,1.3191274877638364,F,5
F5-122,21.92,2017,F5,wb,111.12115103417455,377.4,21.95,2018,F5,111.55329800324787,378.4,0.029999999999997584,0.002649708532061473,0.001368613138686021,0.003888971316904607,1,0.4321469690733295,F,5
F5-126,17.41,2017,F5,rm,58.91005662620134,238.1,17.44,2018,F5,59.1468476903039,238.9,0.030000000000001137,0.003359932801344021,0.0017231476163125294,0.00401953550316644,0.8000000000000114,0.23679106410256168,F,5
F5-127,12.12,2017,F5,rm,25.3331624284948,115.4,12.18,2018,F5,25.626334177699075,116.5,0.0600000000000005,0.00953206239168106,0.004950495049504992,0.011572647119434098,1.0999999999999943,0.29317174920427647,F,5
F5-128,24.24,2017,F5,cherry,150.6807198621266,461.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,5
F5-133,36.03,2017,F5,ro,401.6972279859559,1020,36.28,2018,F5,408.39088808814904,1034,0.25,0.013725490196078431,0.006938662225922842,0.016663446087875778,14,6.693660102193121,F,5
G1-152,42.51,2017,G1,rp,363.9329786969858,1419,42.61,2018,G1,366.0396504447667,1426,0.10000000000000142,0.004933051444679351,0.0023523876734886243,0.0057886255742021055,7,2.106671747780922,G,1
G1-153,17.02,2017,G1,rm,55.88098701701929,227.5,17.36,2018,G1,58.516609263168576,236.7,0.33999999999999986,0.04043956043956039,0.019976498237367794,0.04716491935524646,9.199999999999989,2.635622246149289,G,1
G1-157,44.58,2017,G1,rp,409.02181654333873,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-158,38.39,2017,G1,rp,283.3114517985777,1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-160,33.8,2017,G1,rp,207.2133506129222,897.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-161,35.01,2017,G1,rp,225.91293441040858,962.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-162,39.9,2017,G1,rp,311.47436750855763,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-165,15.68,2017,G1,rm,46.16200029586284,193.1,15.94,2018,G1,47.96518040253809,199.6,0.2599999999999998,0.0336613153806318,0.01658163265306121,0.03906200110736655,6.5,1.8031801066752493,G,1
G1-167,34.82,2017,G1,rp,222.91312216874363,952.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-168,28.67,2017,G1,rp,138.29638549218967,645.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-169,34.04,2017,G1,rp,210.8463264495252,910.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-172,23.16,2017,G1,rp,81.87173699315281,421.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-173,30.06,2017,G1,rp,155.35223122464447,709.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-174,46.54,2017,G1,rp,454.6220867564219,1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,1
G1-175,32.93,2017,G1,ro,323.9779736196136,851.7,33.3,2018,G1,332.74609419683105,870.9,0.36999999999999744,0.022543148996125317,0.011235955056179697,0.0270639404255063,19.199999999999932,8.768120577217474,G,1
G1-176,21,2017,G1,rm,91.17993121093423,346.4,21.57,2018,G1,97.05080489502244,365.4,0.5700000000000003,0.054849884526558895,0.027142857142857156,0.06438778365062178,19,5.87087368408821,G,1
G1-211,13.12,2017,G1,beech,34.8883045784949,135.2,13.41,2018,G1,36.799106990652106,141.2,0.2900000000000009,0.044378698224852076,0.022103658536585438,0.05476913926436593,6,1.910802412157203,G,1
G1-728,12.02,2017,G1,rm,24.84881673913016,113.5,12.13,2018,G1,25.38189069410749,115.6,0.11000000000000121,0.018502202643171758,0.009151414309484294,0.021452689702438906,2.0999999999999943,0.5330739549773291,G,1
G1-809,11.99,2017,G1,hem,14.15913438421668,112.9,12.19,2018,G1,14.739231006977546,116.7,0.1999999999999993,0.03365810451727189,0.016680567139282676,0.040969780144717416,3.799999999999997,0.5800966227608662,G,1
G1-898,11.36,2017,G1,hem,12.420967526844207,101.4,11.55,2018,G1,12.931040439956941,104.8,0.19000000000000128,0.03353057199211037,0.01672535211267617,0.04106547352373032,3.3999999999999915,0.5100729131127348,G,1
G1-910,11.27,2017,G1,hem,12.183575800901341,99.76,11.44,2018,G1,12.634257537966135,102.8,0.16999999999999993,0.030473135525260545,0.015084294587400172,0.036990924867184964,3.039999999999992,0.4506817370647944,G,1
G1-991,10.54,2017,G1,rm,18.295611382290026,87.25,10.88,2018,G1,19.700335833505132,92.97,0.34000000000000163,0.06555873925501432,0.03225806451612919,0.07677931181763434,5.719999999999999,1.404724451215106,G,1
G2-202,41.32,2017,G2,hem,289.2534854387099,1341,41.44,2018,G2,291.3164981194375,1349,0.11999999999999744,0.005965697240865026,0.002904162633107392,0.007132196445614532,8,2.0630126807275815,G,2
G2-203,23.59,2017,G2,ro,145.97921604676748,437.1,23.65,2018,G2,146.86817050964632,439.3,0.05999999999999872,0.005033173186913723,0.002543450614667178,0.006089596087391289,2.1999999999999886,0.8889544628788428,G,2
G2-204,44.87,2017,G2,hem,354.0245474766625,1581,45.01,2018,G2,356.7396812920206,1591,0.14000000000000057,0.006325110689437065,0.0031201248049922124,0.0076693377188400795,10,2.715133815358058,G,2
G2-205,12.94,2017,G2,yb,30.373181989643353,131.5,12.97,2018,G2,30.542218113398334,132.1,0.030000000000001137,0.004562737642585508,0.0023183925811438282,0.005565308363562945,0.5999999999999943,0.16903612375498156,G,2
G2-206,52.05,2017,G2,cherry,1113.6318602402514,2128,52.2,2018,G2,1122.0515063078549,2140,0.15000000000000568,0.005639097744360902,0.0028818443804035677,0.007560529083450479,12,8.41964606760348,G,2
G2-207,37.5,2017,G2,hem,228.07523792738456,1104,37.7,2018,G2,231.06530546069484,1116,0.20000000000000284,0.010869565217391304,0.0053333333333334095,0.013110005103939735,12,2.990067533310281,G,2
G2-209,31.7,2017,G2,hem,151.19107482313382,789.2,31.82,2018,G2,152.5943510354642,795.2,0.120000000000001,0.007602635580334516,0.0037854889589905676,0.009281475205940309,6,1.4032762123303826,G,2
G2-210,50.22,2017,G2,hem,466.73222929052304,1981,50.5,2018,G2,473.1465611929556,2003,0.28000000000000114,0.01110550227158001,0.005575467941059361,0.013743066152048093,22,6.4143319024325365,G,2
G2-211,32.05,2017,G2,ro,303.6688531086798,806.8,32.39,2018,G2,311.4249576442409,824,0.3400000000000034,0.021318790282597977,0.010608424336973586,0.02554132389990387,17.200000000000045,7.756104535561121,G,2
G2-213,39.03,2017,G2,hem,251.5423021427076,1196,39.05,2018,G2,251.858146081591,1198,0.01999999999999602,0.0016722408026755853,5.12426338713708e-4,0.001255629515166861,2,0.315843938883404,G,2
G2-214,41.17,2017,G2,hem,286.68698778807675,1331,41.25,2018,G2,288.05409142674523,1336,0.0799999999999983,0.003756574004507889,0.001943162496963767,0.00476862814464068,5,1.3671036386684818,G,2
G2-215,15.51,2017,G2,hem,26.461126278130166,188.9,15.5,2018,G2,26.41966262435717,188.7,-0.009999999999999787,-0.0010587612493383645,-6.447453255963757e-4,-0.001566964812350642,-0.20000000000001705,-0.04146365377299688,G,2
G2-216,20,2017,G2,hem,49.12954469406199,314.2,20.08,2018,G2,49.60967065555531,316.7,0.0799999999999983,0.007956715467854869,0.003999999999999915,0.009772652372073613,2.5,0.48012596149332154,G,2
G2-217,43.23,2017,G2,hem,323.1335505859555,1468,43.55,2018,G2,329.02937876383453,1490,0.3200000000000003,0.014986376021798364,0.007402266944251684,0.01824579393624649,22,5.895828177879025,G,2
G2-219,28.41,2017,G2,hem,115.66987130797705,633.9,28.52,2018,G2,116.7670284965267,638.8,0.10999999999999943,0.0077299258558131845,0.003871876099964781,0.009485246038083855,4.899999999999977,1.0971571885496587,G,2
G2-221,18.3,2017,G2,hem,39.57232598074188,263,18.3,2018,G2,39.57232598074188,263,0,0,0,0,0,0,G,2
G2-222,14.96,2017,G2,hem,24.237458495546967,175.8,15.01,2018,G2,24.434849277666906,177,0.049999999999998934,0.006825938566552836,0.003342245989304741,0.008144037963229711,1.1999999999999886,0.197390782119939,G,2
G2-224,46.59,2017,G2,hem,388.243771826227,1705,46.78,2018,G2,392.139603598491,1719,0.18999999999999773,0.008211143695014663,0.004078128353723926,0.010034499082725199,14,3.895831772264046,G,2
G2-225,32.9,2017,G2,hem,165.5725678544988,850.1,32.98,2018,G2,166.55904303017806,854.3,0.0799999999999983,0.004940595224091203,0.0024316109422491882,0.0059579626532467065,4.199999999999932,0.98647517567926,G,2
G2-226,25.94,2017,G2,hem,92.63130707834759,528.5,26.08,2018,G2,93.85648676262534,534.2,0.13999999999999702,0.010785241248817494,0.005397070161911989,0.013226410410483473,5.7000000000000455,1.225179684277748,G,2
G4-251,15.24,2017,G4,rm,43.199953227824196,182.4,15.26,2018,G4,43.332162868819275,182.9,0.019999999999999574,0.0027412280701754384,0.0013123359580052214,0.003060411669842395,0.5,0.13220964099507881,G,4
G4-256,21.18,2017,G4,bb,106.11904952533199,352.3,21.38,2018,G4,108.8060996481534,359,0.1999999999999993,0.01901788248651714,0.009442870632672299,0.02532109112209853,6.699999999999989,2.687050122821418,G,4
G4-257,36.37,2017,G4,ro,410.8163671776327,1039,36.52,2018,G4,414.87740777751026,1047,0.15000000000000568,0.007699711260827719,0.0041242782513061784,0.009885294073791418,8,4.061040599877572,G,4
G4-258,20.5,2017,G4,bb,97.2942279699061,330.1,20.52,2018,G4,97.54697992896611,330.7,0.019999999999999574,0.0018176310209026532,9.756097560975402e-4,0.002597810418293105,0.5999999999999659,0.25275195906000647,G,4
G4-261,24.61,2017,G4,rm,131.95272500246818,475.7,24.76,2018,G4,133.83425801129158,481.5,0.15000000000000213,0.012192558335085162,0.006095083299471846,0.014259144771646073,5.800000000000011,1.8815330088233964,G,4
G4-263,23.63,2017,G4,rm,120.03247881480658,438.5,23.75,2018,G4,121.45755212084804,443,0.120000000000001,0.010262257696693273,0.005078290308929369,0.011872397538670717,4.5,1.4250733060414547,G,4
G4-264,18.55,2017,G4,rm,68.29196718866955,270.3,18.65,2018,G4,69.15283539735412,273.2,0.09999999999999787,0.010728819829818636,0.00539083557951471,0.012605702312048894,2.8999999999999773,0.8608682086845789,G,4
G5-90,13.56,2017,G5,bb,32.398498509139685,144.4,13.76,2018,G5,33.68549695552524,148.7,0.1999999999999993,0.029778393351800436,0.014749262536873104,0.03972401517380467,4.299999999999983,1.286998446385553,G,5
G5-231,11.36,2017,G5,yb,22.240190800049646,101.4,11.43,2018,G5,22.5691430550918,102.6,0.07000000000000028,0.011834319526627106,0.006161971830985941,0.014790891768852066,1.1999999999999886,0.32895225504215375,G,5
G5-265,19.25,2017,G5,hem,44.76213478178086,291,19.57,2018,G5,46.59611015626738,300.8,0.3200000000000003,0.03367697594501722,0.016623376623376637,0.040971579738707804,9.800000000000011,1.8339753744865206,G,5
G5-266,17,2017,G5,rm,55.728106913448926,227,17.18,2018,G5,57.11264387480794,231.8,0.17999999999999972,0.02114537444933926,0.010588235294117631,0.02484450016415108,4.800000000000011,1.3845369613590108,G,5
G5-267,17,2017,G5,hem,33.07535778132116,227,17.27,2018,G5,34.368175726297316,234.2,0.2699999999999996,0.03171806167400876,0.015882352941176445,0.03908704339719215,7.199999999999989,1.2928179449761572,G,5
G5-268,39.63,2017,G5,ro,504.36945929316823,1233,39.74,2018,G5,507.72183422483283,1240,0.10999999999999943,0.0056772100567721,0.0027756749936916334,0.006646665197299363,7,3.352374931664599,G,5
G5-269,28.19,2017,G5,hem,113.49398700077347,624.1,28.5,2018,G5,116.56708765265978,637.9,0.3099999999999987,0.02211184105111353,0.01099680737850297,0.027077211164194658,13.799999999999955,3.073100651886307,G,5
G5-271,30.67,2017,G5,bb,284.17471030974815,738.8,30.85,2018,G5,288.6337118938429,747.5,0.17999999999999972,0.01177585273416357,0.005868927290511891,0.015691057023457314,8.700000000000045,4.459001584094722,G,5
G5-272,16.4,2017,G5,hem,30.30681988230464,211.2,16.47,2018,G5,30.622449969441814,213,0.07000000000000028,0.008522727272727328,0.004268292682926847,0.010414490479796623,1.8000000000000114,0.31563008713717267,G,5
G5-273,24.26,2017,G5,hem,78.66677749697335,462.2,24.62,2018,G5,81.54555822260618,476.1,0.35999999999999943,0.03007356122890531,0.014839241549876316,0.03659461868440691,13.900000000000034,2.878780725632822,G,5
G5-275,17.45,2017,G5,rm,59.2258985545347,239.2,17.55,2018,G5,60.019724133130694,241.9,0.10000000000000142,0.011287625418060273,0.005730659025788047,0.0134033522153327,2.700000000000017,0.7938255785959925,G,5
G5-276,24.22,2017,G5,hem,78.3506976618827,460.7,24.48,2018,G5,80.41873488475579,470.7,0.26000000000000156,0.021706099413935316,0.010734929810074383,0.026394624229098333,10,2.0680372228730874,G,5
G5-277,23.12,2017,G5,rm,114.08274090254015,419.8,23.17,2018,G5,114.65842246730368,421.6,0.05000000000000071,0.004287756074321132,0.0021626297577854977,0.005046175786180728,1.8000000000000114,0.5756815647635278,G,5
G5-278,15.07,2017,G5,hem,24.672969580332506,178.4,15.09,2018,G5,24.752646770588115,178.8,0.019999999999999574,0.0022421524663677446,0.0013271400132713717,0.0032293311916179587,0.4000000000000057,0.07967719025560882,G,5
G5-279,41.54,2017,G5,ro,564.4248999412963,1355,41.81,2018,G5,573.2325575006779,1373,0.2700000000000031,0.013284132841328414,0.006499759268175328,0.015604658051580728,18,8.807657559381596,G,5
G5-282,21.73,2017,G5,rm,98.73644031658635,370.9,21.84,2018,G5,99.90493481685834,374.6,0.10999999999999943,0.00997573469938001,0.0050621260929590165,0.011834480729965095,3.7000000000000455,1.16849450027199,G,5
G5-283,13.1,2017,G5,rm,30.364799819122116,134.8,13.19,2018,G5,30.853090787585035,136.6,0.08999999999999986,0.01335311572700284,0.006870229007633577,0.016080822905851017,1.799999999999983,0.48829096846291975,G,5
G5-285,28.1,2017,G5,wp,114.9134335337946,620.2,28.2,2018,G5,115.95390189612239,624.6,0.09999999999999787,0.007094485649790353,0.0035587188612098883,0.009054366668295552,4.399999999999977,1.0404683623277862,G,5
G5-286,30.12,2017,G5,hem,133.42751565612878,712.5,30.38,2018,G5,136.26019963319538,724.9,0.259999999999998,0.017403508771929792,0.00863213811420976,0.021230133553314746,12.399999999999977,2.8326839770666083,G,5
G5-287,15.66,2017,G5,rm,46.024926007957475,192.6,15.71,2018,G5,46.36804813478441,193.8,0.05000000000000071,0.006230529595015665,0.0031928480204342726,0.007455136957039538,1.200000000000017,0.343122126826934,G,5
G5-289,21.69,2017,G5,hem,59.86778247524996,369.5,21.82,2018,G5,60.7462540613985,373.9,0.129999999999999,0.011907983761840263,0.005993545412632503,0.014673528061803739,4.399999999999977,0.8784715861485424,G,5
G5-290,15.33,2017,G5,hem,25.720657346108613,184.6,15.47,2018,G5,26.295502441886654,188,0.14000000000000057,0.018418201516793097,0.009132420091324239,0.022349549159753963,3.4000000000000057,0.5748450957780413,G,5
G5-291,48.06,2017,G5,ro,799.7135418801615,1814,48.19,2018,G5,804.8932812195354,1824,0.12999999999999545,0.005512679162072767,0.0027049521431542958,0.006476993408409844,10,5.179739339373896,G,5
G5-292,11.3,2017,G5,rm,21.517959055800016,100.3,11.31,2018,G5,21.56235405826283,100.5,0.009999999999999787,0.001994017946161544,8.849557522123705e-4,0.0020631604673886266,0.20000000000000284,0.04439500246281369,G,5
G5-293,23.14,2017,G5,hem,70.09997011950306,420.5,23.38,2018,G5,71.88649585017455,429.3,0.23999999999999844,0.02092746730083237,0.010371650821088955,0.025485399317944305,8.800000000000011,1.7865257306714994,G,5
G5-294,26.63,2017,G5,rm,158.57806758885866,557,26.81,2018,G5,161.0867724629877,564.5,0.17999999999999972,0.013464991023339317,0.006759294029290264,0.01581999902176452,7.5,2.5087048741290516,G,5
G5-295,44.15,2017,G5,ro,652.9134876918565,1531,44.35,2018,G5,660.0046723963196,1545,0.20000000000000284,0.009144350097975179,0.004530011325028377,0.010860833537887945,14,7.091184704463103,G,5
G5-589,12.92,2017,G5,hem,16.974556917278534,131.1,12.99,2018,G5,17.198751033621058,132.5,0.07000000000000028,0.010678871090770448,0.005417956656346771,0.013207656461083524,1.4000000000000057,0.22419411634252384,G,5
G5-597,13.22,2017,G5,bb,30.281902941589514,137.3,13.35,2018,G5,31.080658324397977,140,0.129999999999999,0.01966496722505454,0.009833585476550605,0.026377317975992926,2.6999999999999886,0.7987553828084621,G,5
G5-739,14.29,2017,G5,hem,21.683165901435736,160.4,14.39,2018,G5,22.053749340828617,162.6,0.10000000000000142,0.013715710723191948,0.006997900629811157,0.017090836323322284,2.1999999999999886,0.3705834393928811,G,5
G5-740,10.64,2017,G5,rm,18.70261339756522,88.91,10.69,2018,G5,18.908033218795353,89.75,0.049999999999998934,0.009447756157912535,0.004699248120300652,0.010983482193824104,0.8400000000000034,0.2054198212301337,G,5
G5-741,11,2017,G5,rm,20.21032325471614,95.03,11.01,2018,G5,20.253158276632,95.21,0.009999999999999787,0.001894138693044224,9.090909090908897e-4,0.002119462483405051,0.1799999999999926,0.04283502191585953,G,5
G5-742,15.32,2017,G5,hem,25.67988444338307,184.3,15.55,2018,G5,26.62736582381394,189.9,0.23000000000000043,0.030385241454150808,0.015013054830287234,0.03689585841088183,5.599999999999994,0.9474813804308688,G,5
G5-751,11.5,2017,G5,hem,12.795634502423624,103.9,11.52,2018,G5,12.849695849405368,104.2,0.019999999999999574,0.002887391722810367,0.0017391304347825717,0.004224983682638319,0.29999999999999716,0.054061346981743696,G,5
G5-752,10.76,2017,G5,rm,19.197774924849526,90.93,10.78,2018,G5,19.28102049515555,91.27,0.019999999999999574,0.003739139997800387,0.0018587360594795144,0.004336209307166629,0.3399999999999892,0.08324557030602264,G,5
G5-840,11.14,2017,G5,hem,11.84544231604203,97.47,11.28,2018,G5,12.20981910765961,99.93,0.1399999999999988,0.025238534933825874,0.012567324955116588,0.03076092744330135,2.460000000000008,0.3643767916175804,G,5
H1-117,14.35,2017,H1,hem,21.905070196092232,161.7,14.53,2018,H1,22.57881866251091,165.8,0.17999999999999972,0.025355596784168356,0.012543554006968622,0.030757649274224634,4.100000000000023,0.6737484664186759,H,1
H1-302,40.52,2017,H1,ro,531.8647428095554,1290,40.7,2018,H1,537.528983538281,1301,0.17999999999999972,0.008527131782945736,0.004442250740375116,0.010649776668414592,11,5.664240728725531,H,1
H1-303,18.74,2017,H1,wp,41.11277945660468,275.8,18.75,2018,H1,41.168463622912434,276.1,0.010000000000001563,0.0010877447425671188,5.336179295625167e-4,0.001354424756577988,0.30000000000001137,0.0556841663077563,H,1
H1-304,28.4,2017,H1,beech,229.7426426562747,633.5,28.58,2018,H1,233.3154908328302,641.5,0.17999999999999972,0.012628255722178374,0.006338028169014075,0.015551523806143963,8,3.572848176555482,H,1
H1-305,53.66,2017,H1,ro,1040.7258589668122,2261,53.97,2018,H1,1055.1532172697505,2288,0.3100000000000023,0.011941618752764263,0.005777115169586327,0.013862784496640771,27,14.427358302938273,H,1
H1-306,31.04,2017,H1,rm,226.62399638590728,756.7,31.11,2018,H1,227.81658076763568,760.1,0.07000000000000028,0.004493194132417044,0.002255154639175267,0.005262392335971401,3.3999999999999773,1.192584381728409,H,1
H1-308,14.16,2017,H1,rm,36.40036041543825,157.5,14.24,2018,H1,36.8813303856081,159.3,0.08000000000000007,0.011428571428571501,0.005649717514124299,0.013213329886861816,1.8000000000000114,0.480969970169852,H,1
H1-309,38.33,2017,H1,ro,465.7244369528493,1154,38.61,2018,H1,473.8967978895419,1171,0.28000000000000114,0.014731369150779897,0.007304983042003683,0.017547631793089657,17,8.172360936692598,H,1
H1-310,20.98,2017,H1,wp,54.75068572904475,345.7,21.04,2018,H1,55.1488336807941,347.7,0.05999999999999872,0.005785363031530229,0.0028598665395614263,0.007272017627683104,2,0.39814795174935114,H,1
H1-311,19.39,2017,H1,rm,75.7154658313397,295.3,19.55,2018,H1,77.17919746596769,300.2,0.16000000000000014,0.016593294954283702,0.00825167612171223,0.019332003290959496,4.899999999999977,1.4637316346279903,H,1
H1-313,48.58,2017,H1,wp,460.94880183426596,1854,48.8,2018,H1,466.26433107805576,1870,0.21999999999999886,0.008629989212513484,0.00452861259777684,0.01153171289878088,16,5.315529243789797,H,1
H1-314,51.35,2017,H1,hem,492.9394568657611,2071,51.52,2018,H1,496.9561905994055,2085,0.1700000000000017,0.006760019314340898,0.003310613437195749,0.00814853361340529,14,4.016733733644401,H,1
H1-317,26.92,2017,H1,rm,162.63094401246016,569.2,27.23,2018,H1,167.02801035611398,582.4,0.3099999999999987,0.023190442726633752,0.011515601783060873,0.027037083073913244,13.199999999999932,4.397066343653819,H,1
H1-318,24.64,2017,H1,rm,132.3278153507214,476.8,24.9,2018,H1,135.604088000009,487,0.259999999999998,0.021392617449664406,0.01055194805194797,0.02475876020928906,10.199999999999989,3.2762726492875913,H,1
H1-319,47.3,2017,H1,hem,402.9206777333621,1757,47.49,2018,H1,406.9034557957178,1771,0.19000000000000483,0.00796812749003984,0.004016913319239003,0.009884769589788456,14,3.982778062355692,H,1
H1-320,31.5,2017,H1,wp,153.5445508624912,779.3,31.83,2018,H1,157.65901945935494,795.7,0.3299999999999983,0.02104452713974091,0.010476190476190422,0.026796578411620062,16.40000000000009,4.1144685968637305,H,1
H1-321,28.64,2017,H1,rm,187.8777823479329,644.2,28.74,2018,H1,189.40980769322587,648.7,0.09999999999999787,0.006985408258304873,0.003491620111731769,0.008154372093107798,4.5,1.5320253452929649,H,1
H1-323,16.05,2017,H1,rm,48.73995670783501,202.3,16.12,2018,H1,49.23668904308158,204.1,0.07000000000000028,0.008897676717745837,0.004361370716510921,0.010191480846488306,1.799999999999983,0.4967323352465698,H,1
H1-326,14.99,2017,H1,rm,41.56675369350924,176.5,15.01,2018,H1,41.69608855694406,177,0.019999999999999574,0.0028328611898017,0.0013342228152101116,0.0031114978183878856,0.5,0.1293348634348206,H,1
H1-807,10.31,2017,H1,hem,9.81750345531361,83.48,10.38,2018,H1,9.979900159288691,84.62,0.07000000000000028,0.013655965500718742,0.006789524733268698,0.016541547931637007,1.1400000000000006,0.162396703975082,H,1
H1-841,13,2017,H1,hem,17.230920783085622,132.7,13.27,2018,H1,18.11297874009519,138.3,0.2699999999999996,0.04220045214770176,0.020769230769230738,0.051190413333884174,5.600000000000023,0.8820579570095681,H,1
